title,min_val,max_val,currency,link,site,employer,city
Водитель с автомобилем вместимостью 4-6 паллет,80000,120000,руб.,https://hh.ru/vacancy/49071621?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,АО Л.Арго,Москва
Водитель-экспедитор с личным грузовым автомобилем,130000,180000,руб.,https://hh.ru/vacancy/49492423?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Одиссей,"Москва, Новокосино"
Водитель-экспедитор на автомобиль организации,65000,70000,руб.,https://hh.ru/vacancy/49191809?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Аксон,"Москва, Киевская и еще 1 "
Водитель на личном автомобиле,95000,,руб.,https://hh.ru/vacancy/49809320?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,СДЭК,Москва
Водитель-экспедитор на Газель Next,60000,,руб.,https://hh.ru/vacancy/49015884?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Тоймарт Шоп,Москва
Водитель – курьер,80000,100000,руб.,https://hh.ru/vacancy/49641440?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ДПМ Север,Москва
Водитель-экспедитор,80000,,руб.,https://hh.ru/vacancy/49936307?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Перекресток Впрок,"Москва, Алтуфьево"
Водитель-курьер на собственном автомобиле,75000,125000,руб.,https://hh.ru/vacancy/48979220?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,CDEK - Новая Москва (ИП Чередников Сергей Викторович),"Москва, Остафьево и еще 2 "
Водитель-экспедитор (на машине компании),70000,90000,руб.,https://hh.ru/vacancy/48357073?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Импорт Хоум,Москва
Курьер-водитель,,90480,руб.,https://hh.ru/vacancy/48957793?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,АО Самокарт,Москва
Водитель – курьер,80000,100000,руб.,https://hh.ru/vacancy/49641252?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ДПМ Север,Москва
Водитель-экспедитор,80000,,руб.,https://hh.ru/vacancy/49781532?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Перекресток Впрок,"Москва, Алтуфьево"
Водитель на своем автомобиле,55000,125000,руб.,https://hh.ru/vacancy/49619547?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Служба доставки Курьер,Москва
Водитель со своим автомобилем (Газель),80000,150000,руб.,https://hh.ru/vacancy/49555466?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ТрансТория,Москва
Водитель с личным автомобилем (фургон),170000,,руб.,https://hh.ru/vacancy/49680302?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ДоставкаГУРУ,Москва
Водитель-экспедитор на своем автомобиле (METRO),120000,,руб.,https://hh.ru/vacancy/49001776?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Группа компаний VEZU,"Москва, Планерная"
Водитель-экспедитор,90000,,руб.,https://hh.ru/vacancy/49571222?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Симфония вод,"Москва, Воробьевы горы"
Водитель на Газель,,90000,руб.,https://hh.ru/vacancy/41082604?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"СНС, Группа Компаний","Москва, Беговая"
Водитель-курьер (ЛЕНТА),,112000,руб.,https://hh.ru/vacancy/49052569?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Dostavista.ru,Москва
Водитель-курьер,80000,100000,руб.,https://hh.ru/vacancy/49641109?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ДПМ Север,Москва
Водитель-курьер,98000,,руб.,https://hh.ru/vacancy/49943980?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Dostavista.ru,"Москва, Савеловская"
Водитель-экспедитор,90000,,руб.,https://hh.ru/vacancy/47491843?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Перекресток Впрок,Москва
Водитель-курьер на личном автомобиле,60000,100000,руб.,https://hh.ru/vacancy/48547169?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО НИКА,"Москва, Бибирево и еще 1 "
Водитель-курьер с личным автомобилем 10-17,60000,60000,руб.,https://hh.ru/vacancy/49507830?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Pguards.ru,Москва
Водитель-курьер,98000,,руб.,https://hh.ru/vacancy/49821081?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Dostavista.ru,"Москва, Каширская и еще 1 "
Водитель-экспедитор категории Е,80000,150000,руб.,https://hh.ru/vacancy/48997895?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Вероника Импэкс,Москва
Водитель на своём автомобиле,,60000,руб.,https://hh.ru/vacancy/49395867?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО НПО Ресурс,"Москва, Профсоюзная и еще 1 "
Водитель-курьер на личном автомобиле,120000,,руб.,https://hh.ru/vacancy/49936976?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Департамент персонала,Москва
Водитель (грузовой автомобиль 5 т),70000,,руб.,https://hh.ru/vacancy/49157121?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Восхождение,Москва
Водитель-экспедитор,80000,,руб.,https://hh.ru/vacancy/49902306?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Перекресток Впрок,"Москва, Алтуфьево"
Водитель-экспедитор,70000,120000,руб.,https://hh.ru/vacancy/49791771?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ЗАО Автокран Аренда,Москва
Водитель – курьер,80000,100000,руб.,https://hh.ru/vacancy/49641730?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ДПМ Север,"Москва, Строгино"
Курьер-водитель,65000,100000,руб.,https://hh.ru/vacancy/48726218?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Шипмент,Москва
Водитель-экспедитор (Газель),55000,60000,руб.,https://hh.ru/vacancy/49689722?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО НРБ-групп,Москва
Водитель-курьер,98000,,руб.,https://hh.ru/vacancy/49663794?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Dostavista.ru,"Москва, Дмитровская и еще 1 "
Водитель категории Е,140000,140000,руб.,https://hh.ru/vacancy/48254237?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Норд Транзит,Москва
Водитель-экспедитор С ночь,,65000,руб.,https://hh.ru/vacancy/49585768?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ТК Мейджик Транс,Москва
Курьер-водитель,98000,,руб.,https://hh.ru/vacancy/49083746?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Dostavista.ru,"Москва, Отрадное"
Водитель-курьер,98000,,руб.,https://hh.ru/vacancy/49776616?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Dostavista.ru,"Москва, Электрозаводская"
Водитель дальнобойщик,,150000,руб.,https://hh.ru/vacancy/49822656?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"ВМКом, Кадровый центр",Москва
Водитель грузового автомобиля,61000,,руб.,https://hh.ru/vacancy/49922776?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Международный Аэропорт Внуково,Москва
Водитель-экспедитор,60000,90000,руб.,https://hh.ru/vacancy/49804497?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Фатюшин Алексей Сергеевич,Москва
Водитель – курьер,80000,100000,руб.,https://hh.ru/vacancy/49641925?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ДПМ Север,Москва
"Водитель-экспедитор с личным а/м от 2,5 до 8 м3",120000,150000,руб.,https://hh.ru/vacancy/49044071?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,NetLab,"Москва, Селигерская и еще 1 "
Водитель-экспедитор,80000,,руб.,https://hh.ru/vacancy/47431485?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Вервекс Энерджи,Москва
Водитель-курьер,80000,100000,руб.,https://hh.ru/vacancy/49642002?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ДПМ Север,Москва
Водитель-экспедитор,70000,,руб.,https://hh.ru/vacancy/49423345?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Лэй Лэнд,Москва
Водитель категории CE,100000,,руб.,https://hh.ru/vacancy/49250445?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Универсал Сервис,Москва
Водитель-экспедитор,80000,120000,руб.,https://hh.ru/vacancy/49136075?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Кривское,Москва
Водитель – курьер,80000,100000,руб.,https://hh.ru/vacancy/49641815?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ДПМ Север,"Москва, Свиблово"
"Водитель на автомобиле компании ""Ларгус""",80000,,руб.,https://hh.ru/vacancy/47331177?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Курьер Сервис Экспресс,"Москва, Волжская и еще 3 "
Водитель-курьер на личном автомобиле,75000,150000,руб.,https://hh.ru/vacancy/48580874?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Директ-Сервис,"Москва, Ленинский проспект и еще 1 "
Водитель на личном автомобиле,60000,120000,руб.,https://hh.ru/vacancy/49926011?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,RBTaxi Moscow,Москва
Водитель на личном автомобиле,70000,90000,руб.,https://hh.ru/vacancy/49803024?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Сеть Химчисток Moroni,"Москва, Угрешская"
Водитель,60000,,руб.,https://hh.ru/vacancy/49878524?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ГБУ Жилищник района Хамовники,Москва
Водитель-экспедитор,85000,110000,руб.,https://hh.ru/vacancy/49102823?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Eden Springs,"Москва, Говорово  и еще 2 "
Ночной Водитель-курьер на личном автомобиле,80000,110000,руб.,https://hh.ru/vacancy/49768345?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,White Cabs,Москва
Курьер-водитель на личном автомобиле,45000,95000,руб.,https://hh.ru/vacancy/49426447?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Хавроничев Александр Сергеевич,Москва
Водитель-экспедитор (на своем автомобиле),120000,,руб.,https://hh.ru/vacancy/49797603?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"Vintegra, Альянс",Москва
Водитель-экспедитор на автомобиле компании,75000,,руб.,https://hh.ru/vacancy/46555487?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,СберЛогистика,"Москва, Печатники"
"Водитель-экспедитор категории C, E",1800,2300,EUR,https://hh.ru/vacancy/49762070?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Мирлин Е.А.,Москва
Водитель на заказы,90000,150000,руб.,https://hh.ru/vacancy/48958394?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Приорити,"Москва, Красносельская"
Водитель-экспедитор на личном автомобиле,150000,250000,руб.,https://hh.ru/vacancy/49776307?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Город 77,"Москва, Тушинская"
Водитель со своим личным автомобилем,150000,,руб.,https://hh.ru/vacancy/49789544?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ГЕРКУЛЕС,"Москва, Щелковская"
Водитель-экспедитор категория B/BС,50000,100000,руб.,https://hh.ru/vacancy/49516620?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО АВ-Компани,"Москва, Бульвар Рокоссовского и еще 3 "
Водитель на личном автомобиле,43000,45000,руб.,https://hh.ru/vacancy/49887982?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"«Почта России», Офис","Москва, Чистые пруды"
Водитель на личном автомобиле,80000,,руб.,https://hh.ru/vacancy/48320129?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Курьер Сервис Экспресс,Москва
"Водитель (категория прав В,С)",72000,,руб.,https://hh.ru/vacancy/48225066?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Московский аэропорт Домодедово,Москва
Водитель-экспедитор категории С,80000,,руб.,https://hh.ru/vacancy/43960269?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ГК АВТОРУСЬ,"Москва, Теплый Стан и еще 1 "
Водитель со своим автомобилем (Юг/Восток Москвы),110000,170000,руб.,https://hh.ru/vacancy/48688320?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО СТРИТ ЛОГИСТИК,Москва
Водитель-курьер,98000,,руб.,https://hh.ru/vacancy/49884983?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Dostavista.ru,Москва
Водитель-экспедитор на Газель,65000,,руб.,https://hh.ru/vacancy/49741489?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ИП Староверов Николай Александрович,Москва
Водитель-курьер (ЛЕНТА),,108000,руб.,https://hh.ru/vacancy/49259109?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Dostavista.ru,Москва
"Водитель с личным грузовым автомобилем, г. Москва",80000,150000,руб.,https://hh.ru/vacancy/49747326?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Сима-ленд,Москва
Водитель-курьер,98000,,руб.,https://hh.ru/vacancy/49778662?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Dostavista.ru,Москва
Водитель-экспедитор (автомобиль компании) г. Москва,75000,90000,руб.,https://hh.ru/vacancy/44325459?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Байкал-Сервис,"Москва, Шоссе Энтузиастов"
Водитель-курьер,98000,,руб.,https://hh.ru/vacancy/49742700?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Dostavista.ru,"Москва, Бауманская и еще 1 "
Водитель-экспедитор,80000,80000,руб.,https://hh.ru/vacancy/49790978?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Канц-Престиж,"Москва, Славянский бульвар"
Водитель-экспедитор,55000,,руб.,https://hh.ru/vacancy/49141392?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО ЧИСТТОРГ,"Москва, Озёрная"
"Водитель - экспедитор (город и область, СВАО, ВАО, от 1,5 тонн, будка)",90000,,руб.,https://hh.ru/vacancy/45169874?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Восхождение,Москва
Водитель на автомобиль компании / Почта России,71400,78750,руб.,https://hh.ru/vacancy/49473175?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,"«Почта России», Офис",Москва
Водитель-экспедитор,87000,,руб.,https://hh.ru/vacancy/49743633?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ManpowerGroup,"Москва, Домодедовская"
Водитель-экспедитор категории BC,70000,85000,руб.,https://hh.ru/vacancy/49225260?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,Pony Express,Москва
Водитель-экспедитор (м.Волгоградский проспект),85000,110000,руб.,https://hh.ru/vacancy/47793081?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Eden Springs,"Москва, Волгоградский проспект"
Водитель-экспедитор,100000,300000,руб.,https://hh.ru/vacancy/49728393?query=%D0%B2%D0%BE%D0%B4%D0%B8%D1%82%D0%B5%D0%BB%D1%8C,hh.ru,ООО Мегабит-Транс,Москва
